1 1 0
1 2 87.91287
1 3 22.951862
1 4 7.4627604
1 5 5.787864
1 6 4.632997
1 7 3.666162
1 8 2.457222
1 9 1.6100951
1 10 1.7924256
1 11 2.2052877
1 12 1.1814634
1 13 1.7011536
1 14 0.5894012
1 15 1.1057498
1 16 1.8814384
1 17 0.4698982
1 18 1.0787063
1 19 0.59853804
1 20 0.46620095
1 21 0.7909154
1 22 0.187058
1 23 0.28623915
1 24 0.6689143
1 25 0.7373974
1 26 0.75100553
1 27 0.52269137
1 28 1.382999
1 29 0.6015957
1 30 0.25415424
2 2 0
2 3 65.527435
2 4 9.649764
2 5 6.0139523
2 6 5.446111
2 7 4.232635
2 8 0.9929139
2 9 2.6024282
2 10 1.4485662
2 11 1.9442451
2 12 1.9096222
2 13 1.0311029
2 14 1.428991
2 15 0.8936225
2 16 1.5205027
2 17 1.1392584
2 18 1.3948271
2 19 0.6449525
2 20 0.75352967
2 21 0.31959298
2 22 0.4535182
2 23 0.3469904
2 24 1.0811791
2 25 0
2 26 0.7586655
2 27 0.8448362
2 28 1.117684
2 29 0
2 30 0
3 3 0
3 4 33.735756
3 5 11.988469
3 6 8.57093
3 7 7.7269874
3 8 4.6878557
3 9 4.2594495
3 10 3.4195662
3 11 3.5697615
3 12 3.1555724
3 13 2.7045321
3 14 1.5742327
3 15 2.179853
3 16 2.8715067
3 17 1.7929312
3 18 1.975624
3 19 0.8120057
3 20 1.1068239
3 21 0.5532626
3 22 0.6185691
3 23 0.6188944
3 24 0.82240516
3 25 1.0629133
3 26 1.0506896
3 27 1.1523012
3 28 0.58632606
3 29 0.61211544
3 30 0.38789767
4 4 0
4 5 64.60181
4 6 33.43989
4 7 14.302214
4 8 10.562317
4 9 8.142306
4 10 7.251486
4 11 6.0830264
4 12 3.7341878
4 13 2.5808377
4 14 2.5335288
4 15 3.355089
4 16 4.810107
4 17 2.2574768
4 18 1.4183141
4 19 0.9080482
4 20 0.6286918
4 21 0.9499255
4 22 0.756767
4 23 0.54282045
4 24 0.87386996
4 25 1.1808639
4 26 1.7565106
4 27 1.1454161
4 28 0.8159519
4 29 0.45634353
4 30 0.6426333
5 5 0
5 6 93.745384
5 7 32.866108
5 8 16.263083
5 9 14.208518
5 10 11.423763
5 11 7.666407
5 12 4.923386
5 13 2.5020127
5 14 3.1785455
5 15 2.9815652
5 16 3.6895611
5 17 1.7277852
5 18 1.2692266
5 19 1.9562539
5 20 1.3713526
5 21 0.9693816
5 22 0.5502401
5 23 0.2806621
5 24 1.0384786
5 25 0.48202
5 26 0.736373
5 27 1.0250145
5 28 0.90403515
5 29 0.58987427
5 30 0.9968092
6 6 0
6 7 105.68145
6 8 37.432426
6 9 17.048697
6 10 10.295389
6 11 7.0092955
6 12 7.6712723
6 13 4.673153
6 14 3.3854206
6 15 2.0710564
6 16 3.0279539
6 17 1.5255306
6 18 1.7240782
6 19 1.1957917
6 20 0.7761679
6 21 0.1975167
6 22 0.74742913
6 23 0.78631306
6 24 0.8352457
6 25 1.7187477
6 26 0.46887484
6 27 0.1740435
6 28 0.6907575
6 29 0.60095024
6 30 1.7771707
7 7 0
7 8 78.595856
7 9 45.599957
7 10 12.802271
7 11 7.719911
7 12 6.237165
7 13 5.2827687
7 14 2.5624602
7 15 3.6054897
7 16 3.6354113
7 17 1.1673788
7 18 1.6079128
7 19 0.99130785
7 20 1.1581937
7 21 0.73683345
7 22 0.8132468
7 23 0.2666664
7 24 1.2463493
7 25 0.4579833
7 26 1.515914
7 27 0.649267
7 28 0.572636
7 29 1.8681976
7 30 1.5785029
8 8 0
8 9 90.080666
8 10 38.51962
8 11 19.862335
8 12 9.4674225
8 13 6.196299
8 14 4.72305
8 15 5.840012
8 16 4.4163585
8 17 1.7115619
8 18 0.6286545
8 19 0.8720484
8 20 1.1320634
8 21 0.28808382
8 22 0.9538787
8 23 0.8340803
8 24 0.6497227
8 25 0.8953012
8 26 0.273547
8 27 0.507695
8 28 2.0149796
8 29 2.62951
8 30 1.1108807
9 9 0
9 10 80.42573
9 11 32.76667
9 12 13.309393
9 13 6.008987
9 14 4.0513477
9 15 4.0114045
9 16 4.3107934
9 17 1.704682
9 18 0.9886223
9 19 1.2190077
9 20 1.5429122
9 21 0.9815883
9 22 0.6428872
9 23 1.0384094
9 24 0.894035
9 25 0.46931705
9 26 0.932057
9 27 0.9314683
9 28 0.8802106
9 29 0.45946318
9 30 0.19410795
10 10 0
10 11 73.082306
10 12 22.287645
10 13 9.265801
10 14 6.26407
10 15 5.2882867
10 16 3.9991302
10 17 1.8727535
10 18 1.3757199
10 19 1.272235
10 20 1.4864147
10 21 0.4202867
10 22 0.79521
10 23 0.45631617
10 24 0.53318423
10 25 0.39184758
10 26 0.59861827
10 27 0.7406783
10 28 0.48994368
10 29 0.63936716
10 30 1.350557
11 11 0
11 12 61.23275
11 13 15.368594
11 14 9.8088045
11 15 6.0463285
11 16 5.5663757
11 17 1.8432945
11 18 0.9232359
11 19 1.2332492
11 20 1.2561394
11 21 1.0811971
11 22 0.5336598
11 23 0.68051237
11 24 0.8746618
11 25 0.6428061
11 26 1.0266396
11 27 0.91128397
11 28 0.87679404
11 29 0.28604984
11 30 0.7250794
12 12 0
12 13 49.00881
12 14 19.096222
12 15 12.587369
12 16 7.981209
12 17 3.3740563
12 18 1.5113251
12 19 1.5374036
12 20 1.1974828
12 21 0.7618289
12 22 0.8517543
12 23 0.6015545
12 24 0.54669106
12 25 0.9470387
12 26 1.381011
12 27 0.48821235
12 28 0.48441386
12 29 0.42143387
12 30 0.89020914
13 13 0
13 14 58.336273
13 15 21.470177
13 16 11.650049
13 17 3.3770432
13 18 2.284917
13 19 2.2136612
13 20 1.018857
13 21 1.2963772
13 22 0.80188704
13 23 1.0105203
13 24 0.84339005
13 25 0.80577105
13 26 0.7575148
13 27 0.43935144
13 28 0.92999065
13 29 0.91021496
13 30 0.7690712
14 14 0
14 15 48.400528
14 16 20.638655
14 17 3.6127834
14 18 2.1864858
14 19 1.3247672
14 20 1.0318605
14 21 1.4511249
14 22 1.14401
14 23 0.9753244
14 24 1.2272844
14 25 0.9019555
14 26 1.2138648
14 27 0.60889095
14 28 0.64443046
14 29 1.6819388
14 30 0.44410208
15 15 0
15 16 42.454147
15 17 5.39142
15 18 1.9095379
15 19 2.289127
15 20 1.732057
15 21 1.9445658
15 22 1.1650947
15 23 0.7037552
15 24 0.931946
15 25 1.087791
15 26 1.1386395
15 27 0.91385096
15 28 1.0578643
15 29 0.8874596
15 30 0.41658026
16 16 0
16 17 12.260489
16 18 4.2786336
16 19 2.57191
16 20 2.696695
16 21 1.5440542
16 22 1.5302843
16 23 1.2772721
16 24 1.5615274
16 25 1.7061621
16 26 1.9781262
16 27 1.5549215
16 28 1.0285491
16 29 1.7150804
16 30 1.134101
17 17 0
17 18 56.4426
17 19 21.790379
17 20 10.088255
17 21 5.9497952
17 22 4.7948203
17 23 3.4691772
17 24 3.774016
17 25 4.0063086
17 26 3.7402222
17 27 1.6019399
17 28 1.7981952
17 29 1.6761503
17 30 1.6994829
18 18 0
18 19 39.71163
18 20 13.91514
18 21 8.346831
18 22 4.8335395
18 23 3.8446424
18 24 3.3941717
18 25 3.2071416
18 26 2.9781218
18 27 1.7830014
18 28 1.4153031
18 29 1.3852077
18 30 2.2107716
19 19 0
19 20 43.899662
19 21 16.513903
19 22 8.231788
19 23 5.485535
19 24 4.7214694
19 25 3.9545238
19 26 3.7757828
19 27 1.4839919
19 28 1.7451209
19 29 0.99634033
19 30 1.803946
20 20 0
20 21 37.31267
20 22 15.098601
20 23 7.464003
20 24 4.8691583
20 25 3.0801764
20 26 3.217751
20 27 1.9264673
20 28 1.4442283
20 29 1.7738261
20 30 1.5924382
21 21 0
21 22 35.264423
21 23 12.265659
21 24 7.881539
21 25 4.120888
21 26 3.5879405
21 27 1.7158442
21 28 1.7835653
21 29 1.057963
21 30 1.0726902
22 22 0
22 23 25.04879
22 24 11.56143
22 25 6.406619
22 26 3.4776056
22 27 1.5072988
22 28 1.7384421
22 29 2.4020827
22 30 1.6349559
23 23 0
23 24 29.829548
23 25 10.241541
23 26 5.4648814
23 27 1.892507
23 28 1.7995416
23 29 1.2252351
23 30 1.0352423
24 24 0
24 25 25.672081
24 26 9.966034
24 27 3.2017877
24 28 1.8893654
24 29 2.3065157
24 30 2.0496552
25 25 0
25 26 34.61453
25 27 4.621471
25 28 2.6202939
25 29 2.5426555
25 30 2.7410302
26 26 0
26 27 46.317593
26 28 17.654142
26 29 11.184299
26 30 7.695801
27 27 0
27 28 51.910545
27 29 24.362356
27 30 13.337964
28 28 0
28 29 70.874016
28 30 31.53975
29 29 0
29 30 77.422
30 30 0
